identifier,type,source,date_start,date_end,title,abstract,min_x,min_y,max_x,max_y,notice,resource_numerisee,oai-pmh,points,geotiff,annotation_file,iiif_manifest,overview,native,wms_id,largerWorkCitation,resourceLineage,
AtlasVerniquet_18,record,,1784,1799,Feuille N.[uméro] 18,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 18",-1600,1800,-1000,2200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_19,record,,1784,1799,Feuille N.[uméro] 19,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 19",-1000,1800,-400,2200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_20,record,,1784,1799,Feuille N.[uméro] 20,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 20",-400,1800,200,2200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_21,record,,1784,1799,Feuille N.[uméro] 21,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 21",200,1800,800,2200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_22,record,,1784,1799,Feuille N.[uméro] 22,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 22",800,1800,1400,2200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_23,record,,1784,1799,Feuille N.[uméro] 23,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 23",1400,1800,2000,2200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_24,record,,1784,1799,Feuille N.[uméro] 24,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 24",2000,1800,2600,2200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_25,record,,1784,1799,Feuille N.[uméro] 25,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 25",-2000,1400,-1600,1800,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_26,record,,1784,1799,Feuille N.[uméro] 26,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 26",-1600,1400,-1000,1800,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_27,record,,1784,1799,Feuille N.[uméro] 27,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 27",-1000,1400,-400,1800,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_28,record,,1784,1799,Feuille N.[uméro] 28,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 28",-400,1400,200,1800,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_29,record,,1784,1799,Feuille N.[uméro] 29,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 29",200,1400,800,1800,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_30,record,,1784,1799,Feuille N.[uméro] 30,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 30",800,1400,1400,1800,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_31,record,,1784,1799,Feuille N.[uméro] 31,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 31",1400,1400,2000,1800,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_32,record,,1784,1799,Feuille N.[uméro] 32,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 32",2000,1400,2600,1800,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_33,record,,1784,1799,Feuille N.[uméro] 33,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 33",-2000,1000,-1600,1400,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_34,record,,1784,1799,Feuille N.[uméro] 34,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 34",-1600,1000,-1000,1400,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_35,record,,1784,1799,Feuille N.[uméro] 35,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 35",-1000,1000,-400,1400,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_36,record,,1784,1799,Feuille N.[uméro] 36,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 36",-400,1000,200,1400,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_37,record,,1784,1799,Feuille N.[uméro] 37,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 37",200,1000,800,1400,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_38,record,,1784,1799,Feuille N.[uméro] 38,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 38",800,1000,1400,1400,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_39,record,,1784,1799,Feuille N.[uméro] 39,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 39",1400,1000,2000,1400,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_40,record,,1784,1799,Feuille N.[uméro] 40,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 40",2000,1000,2600,1400,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_41,record,,1784,1799,Feuille N.[uméro] 41,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 41",-2000,600,-1600,1000,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_42,record,,1784,1799,Feuille N.[uméro] 42,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 42",-1600,600,-1000,1000,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_43,record,,1784,1799,Feuille N.[uméro] 43,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 43",-1000,600,-400,1000,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_44,record,,1784,1799,Feuille N.[uméro] 44,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 44",-400,600,200,1000,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_45,record,,1784,1799,Feuille N.[uméro] 45,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 45",200,600,800,1000,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_46,record,,1784,1799,Feuille N.[uméro] 46,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 46",800,600,1400,1000,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_47,record,,1784,1799,Feuille N.[uméro] 47,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 47",1400,600,2000,1000,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_48,record,,1784,1799,Feuille N.[uméro] 48,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 48",2000,600,2600,1000,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_49,record,,1784,1799,Feuille N.[uméro] 49,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 49",-2000,200,-1600,600,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_50,record,,1784,1799,Feuille N.[uméro] 50,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 50",-1600,200,-1000,600,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_51,record,,1784,1799,Feuille N.[uméro] 51,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 51",-1000,200,-400,600,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_52,record,,1784,1799,Feuille N.[uméro] 52,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 52",-400,200,200,600,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_53,record,,1784,1799,Feuille N.[uméro] 53,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 53",200,200,800,600,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_54,record,,1784,1799,Feuille N.[uméro] 54,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 54",800,200,1400,600,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_55,record,,1784,1799,Feuille N.[uméro] 55,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 55",1400,200,2000,600,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_56,record,,1784,1799,Feuille N.[uméro] 56,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 56",2000,200,2600,600,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_57,record,,1784,1799,Feuille N.[uméro] 57,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 57",-2000,-200,-1600,200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_58,record,,1784,1799,Feuille N.[uméro] 58,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 58",-1600,-200,-1000,200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_59,record,,1784,1799,Feuille N.[uméro] 59,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 59",-1000,-200,-400,200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_60,record,,1784,1799,Feuille N.[uméro] 60,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 60",-400,-200,200,200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_61,record,,1784,1799,Feuille N.[uméro] 61,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 61",200,-200,800,200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_62,record,,1784,1799,Feuille N.[uméro] 62,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 62",800,-200,1400,200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_63,record,,1784,1799,Feuille N.[uméro] 63,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 63",1400,-200,2000,200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_64,record,,1784,1799,Feuille N.[uméro] 64,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 64",2000,-200,2600,200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_65,record,,1784,1799,Feuille N.[uméro] 65,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 65",-2000,-600,-1600,-200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_66,record,,1784,1799,Feuille N.[uméro] 66,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 66",-1600,-600,-1000,-200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_67,record,,1784,1799,Feuille N.[uméro] 67,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 67",-1000,-600,-400,-200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_68,record,,1784,1799,Feuille N.[uméro] 68,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 68",-400,-600,200,-200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_69,record,,1784,1799,Feuille N.[uméro] 69,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 69",200,-600,800,-200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_70,record,,1784,1799,Feuille N.[uméro] 70,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 70",800,-600,1400,-200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_71,record,,1784,1799,Feuille N.[uméro] 71,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 71",1400,-600,2000,-200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquet_72,record,,1784,1799,Feuille N.[uméro] 72,"Atlas du plan général de la Ville de Paris, feuille N.[uméro] 72",2000,-600,2600,-200,,,,,,,,,,,AtlasVerniquet,,
AtlasVerniquetBnF,instantiation,BnF,1784,1799,"Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704]",Atlas du plan général de la ville de Paris. Levé géometriquement par le C[itoy]en Verniquet. Rapporté sur une eschelle d'une demie ligne pour toise. Divisé en 72 Planches compris les cartouches et plan des opérations trigonométriques. Dessiné et gravé par les C[itoy]ens Batholomé et Mathieu. L'an IV.,-2000,-600,2600,3000,https://catalogue.bnf.fr/ark:/12148/cb40708746v,https://gallica.bnf.fr/ark:/12148/bpt6k3167995,http://oai.bnf.fr/oai2//OAIHandler?verb=GetRecord&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k3167995&metadataPrefix=oai_dc,,,"https://dataverse.harvard.edu/api/access/datafile/7002730
",,,,verniquet_bnf,VerniquetFile,AtlasVerniquet,
AtlasVerniquetBnF_titre,instantiation,BnF,1784,1799,"Page de titre [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], Page de titre",-2000,-600,2600,3000,,,,,,,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f1,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f1.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f1/full/full/0/native.jpg,,AtlasVerniquetBnF,AtlasVerniquet_titre,
AtlasVerniquetBnF_assemblage,instantiation,BnF,1784,1799,"Carte d'assemblage [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], Carte d'assemblage",-2000,-600,2600,3000,,,,,,,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f2,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f2.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f2/full/full/0/native.jpg,,AtlasVerniquetBnF,AtlasVerniquet_assemblage,
AtlasVerniquetBnF_01,instantiation,BnF,1784,1799,"Feuille N.[uméro] 01 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 01",-2000,2600,-1600,3000,,,,https://dataverse.harvard.edu/api/access/datafile/7002512,https://dataverse.harvard.edu/api/access/datafile/7002793,https://dataverse.harvard.edu/api/access/datafile/7002806,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f3,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f3.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f3/full/full/0/native.jpg,verniquet_bnf_1,AtlasVerniquetBnF,AtlasVerniquet_01,
AtlasVerniquetBnF_02,instantiation,BnF,1784,1799,"Feuille N.[uméro] 02 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 02",-1600,2600,-1000,3000,,,,https://dataverse.harvard.edu/api/access/datafile/7002761,https://dataverse.harvard.edu/api/access/datafile/7002552,https://dataverse.harvard.edu/api/access/datafile/7002740,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f4,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f4.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f4/full/full/0/native.jpg,verniquet_bnf_2,AtlasVerniquetBnF,AtlasVerniquet_02,
AtlasVerniquetBnF_03,instantiation,BnF,1784,1799,"Feuille N.[uméro] 03 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 03",-1000,2600,-400,3000,,,,https://dataverse.harvard.edu/api/access/datafile/7002687,https://dataverse.harvard.edu/api/access/datafile/7002523,https://dataverse.harvard.edu/api/access/datafile/7002461,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f5,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f5.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f5/full/full/0/native.jpg,verniquet_bnf_3,AtlasVerniquetBnF,AtlasVerniquet_03,
AtlasVerniquetBnF_04,instantiation,BnF,1784,1799,"Feuille N.[uméro] 04 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 04",-400,2600,200,3000,,,,https://dataverse.harvard.edu/api/access/datafile/7002878,https://dataverse.harvard.edu/api/access/datafile/7002630,https://dataverse.harvard.edu/api/access/datafile/7002551,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f6,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f6.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f6/full/full/0/native.jpg,verniquet_bnf_4,AtlasVerniquetBnF,AtlasVerniquet_04,
AtlasVerniquetBnF_05,instantiation,BnF,1784,1799,"Feuille N.[uméro] 05 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 05",200,2600,800,3000,,,,https://dataverse.harvard.edu/api/access/datafile/7002748,https://dataverse.harvard.edu/api/access/datafile/7002583,https://dataverse.harvard.edu/api/access/datafile/7002785,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f7,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f7.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f7/full/full/0/native.jpg,verniquet_bnf_5,AtlasVerniquetBnF,AtlasVerniquet_05,
AtlasVerniquetBnF_06,instantiation,BnF,1784,1799,"Feuille N.[uméro] 06 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 06",800,2600,1400,3000,,,,https://dataverse.harvard.edu/api/access/datafile/7002509,https://dataverse.harvard.edu/api/access/datafile/7002755,https://dataverse.harvard.edu/api/access/datafile/7002744,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f8,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f8.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f8/full/full/0/native.jpg,verniquet_bnf_6,AtlasVerniquetBnF,AtlasVerniquet_06,
AtlasVerniquetBnF_07,instantiation,BnF,1784,1799,"Feuille N.[uméro] 07 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 07",1400,2600,2000,3000,,,,https://dataverse.harvard.edu/api/access/datafile/7002773,https://dataverse.harvard.edu/api/access/datafile/7002584,https://dataverse.harvard.edu/api/access/datafile/7002771,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f9,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f9.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f9/full/full/0/native.jpg,verniquet_bnf_7,AtlasVerniquetBnF,AtlasVerniquet_07,
AtlasVerniquetBnF_08,instantiation,BnF,1784,1799,"Feuille N.[uméro] 08 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 08",2000,2600,2600,3000,,,,https://dataverse.harvard.edu/api/access/datafile/7002819,https://dataverse.harvard.edu/api/access/datafile/7002467,https://dataverse.harvard.edu/api/access/datafile/7002732,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f10,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f10.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f10/full/full/0/native.jpg,verniquet_bnf_8,AtlasVerniquetBnF,AtlasVerniquet_08,
AtlasVerniquetBnF_09,instantiation,BnF,1784,1799,"Feuille N.[uméro] 09 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 09",-2000,2200,-1600,2600,,,,https://dataverse.harvard.edu/api/access/datafile/7002500,https://dataverse.harvard.edu/api/access/datafile/7002672,https://dataverse.harvard.edu/api/access/datafile/7002547,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f11,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f11.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f11/full/full/0/native.jpg,verniquet_bnf_9,AtlasVerniquetBnF,AtlasVerniquet_09,
AtlasVerniquetBnF_10,instantiation,BnF,1784,1799,"Feuille N.[uméro] 10 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 10",-1600,2200,-1000,2600,,,,https://dataverse.harvard.edu/api/access/datafile/7002548,https://dataverse.harvard.edu/api/access/datafile/7002573,https://dataverse.harvard.edu/api/access/datafile/7002471,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f12,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f12.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f12/full/full/0/native.jpg,verniquet_bnf_10,AtlasVerniquetBnF,AtlasVerniquet_10,
AtlasVerniquetBnF_11,instantiation,BnF,1784,1799,"Feuille N.[uméro] 11 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 11",-1000,2200,-400,2600,,,,https://dataverse.harvard.edu/api/access/datafile/7002726,https://dataverse.harvard.edu/api/access/datafile/7002463,https://dataverse.harvard.edu/api/access/datafile/7002674,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f13,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f13.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f13/full/full/0/native.jpg,verniquet_bnf_11,AtlasVerniquetBnF,AtlasVerniquet_11,
